point_id,year,n_obs,ndvi_mean,ndvi_max,ndvi_min,ndvi_std,ndvi_slope,ndvi_drop,cluster,risk_level
"102056,180124",2023,33,0.28105178,0.39895552,0.1176,0.0761368889141196,0.0007605752394237,0.20026058,2,HIGH_RISK
"102056,180124",2024,29,0.2819822272413793,0.40318438,0.12620544,0.0684416682528318,0.0004976647007742,0.15382143,2,HIGH_RISK
"102056,180125",2022,36,0.2231722175,0.31239292,0.113915175,0.0573946543405497,0.0001268247609815,0.16547349,1,MEDIUM_RISK
"102056,180125",2023,33,0.206784588,0.3013366,0.068745,0.0691024293725576,0.0007797635279721,0.0631335,0,LOW_RISK
"102056,180125",2024,29,0.2321272891724138,0.3292047,0.093709886,0.0659137598197613,0.0004694437940164,0.11546703,0,LOW_RISK
"102056,180126",2022,36,0.3193813747222222,0.43824703,0.15914832,0.0780179582767107,0.0005674496644227,0.2169751899999999,2,HIGH_RISK
"102056,180126",2023,34,0.2857521445588236,0.39576828,0.112426035,0.0802756259085628,0.0008647458982856,0.09548446,0,LOW_RISK
"102056,180126",2024,29,0.2825549255172414,0.4469394,0.12031048,0.0797520747847281,0.0003985967066234,0.1965968799999999,2,HIGH_RISK
"102056,180127",2022,36,0.3212118747222222,0.43878657,0.18219177,0.0694279949409121,0.0004300071585182,0.21341095,2,HIGH_RISK
"102056,180127",2023,34,0.2785757017647058,0.39193654,0.11744584,0.077020863054724,0.0006908853262415,0.18291494,2,HIGH_RISK
"102056,180127",2024,29,0.2826771706896551,0.46961498,0.1336478,0.0817449726220211,0.000240021807526,0.22120258,2,HIGH_RISK
"102056,180128",2022,36,0.2509694336111111,0.3261626,0.16930327,0.0370106186087188,0.0002181893611132,0.12468157,1,MEDIUM_RISK
"102056,180128",2023,33,0.2234533181818182,0.27390102,0.12815884,0.0429451496557246,0.0004530220397373,0.00850347,1,MEDIUM_RISK
"102056,180128",2024,30,0.2257723836666667,0.3544018,0.17847992,0.0463493264165962,-0.0003423990497262,0.15525833,1,MEDIUM_RISK
"102056,180129",2022,36,0.2848932730555555,0.41001615,0.1589669,0.064932886640415,0.000550281993945,0.18239467,2,HIGH_RISK
"102056,180129",2023,32,0.2873460404687499,0.41871268,0.105901375,0.080297123222297,0.0008823848321171,0.16664968,2,HIGH_RISK
"102056,180129",2024,32,0.2640523299999999,0.4087321,0.19642162,0.0519060693944537,-0.0002092291757813,0.18873615,1,MEDIUM_RISK
"102056,180130",2022,35,0.2785891448571428,0.40110785,0.16836734,0.0560948187795033,0.0004867980520815,0.1757914,2,HIGH_RISK
"102056,180130",2023,32,0.2817488575,0.4126246,0.10678035,0.0817261823455283,0.0008272509573209,0.16512183,2,HIGH_RISK
"102056,180130",2024,32,0.2666581071875,0.39800835,0.17381138,0.0523621254171101,-1.3430771013027147e-06,0.1646885,1,MEDIUM_RISK
"102056,180131",2022,35,0.2737738894285714,0.38828918,0.16098276,0.0557780223381097,0.00052668707485,0.15713022,2,HIGH_RISK
"102056,180131",2023,32,0.2810618078125,0.40106952,0.11247948,0.087436541088183,0.0007849718293142,0.17437216,2,HIGH_RISK
"102056,180131",2024,32,0.2711983837499999,0.3918616,0.15308933,0.0549837352203785,0.000185508561708,0.13717846,1,MEDIUM_RISK
"102056,180132",2022,35,0.2555668305714285,0.33736154,0.15850987,0.0416201366309336,0.0004415696354294,0.10685192,1,MEDIUM_RISK
"102056,180132",2023,32,0.2525297854375,0.35001603,0.09143092,0.0802530028203798,0.0007896471306552,0.1298902499999999,0,LOW_RISK
"102056,180132",2024,32,0.2288122343749999,0.36512572,0.12736948,0.0505146037084874,3.45723878048627e-05,0.1453407699999999,1,MEDIUM_RISK
"102056,180133",2022,36,0.2367980769444444,0.30668458,0.1348228,0.0441291727219908,0.0004299088724549,0.0998800399999999,1,MEDIUM_RISK
"102056,180133",2023,31,0.2396447735483871,0.32519913,0.08488964,0.0802771552862001,0.0009248056973493,0.0877111999999999,0,LOW_RISK
"102056,180133",2024,32,0.22252261125,0.35622317,0.06860902,0.0553375083221616,6.345164689797681e-05,0.1516880299999999,1,MEDIUM_RISK
"102057,180122",2022,36,0.2902651480555555,0.44834244,0.1609567,0.0755523492761537,0.00081995368349,0.21069033,2,HIGH_RISK
"102057,180122",2023,33,0.2418052974545454,0.33811542,0.09652208,0.072175872265846,0.0007907435868272,0.13765724,0,LOW_RISK
"102057,180122",2024,29,0.2159292439310345,0.32928312,0.123512514,0.0504069718294686,4.06031448970586e-05,0.1371865299999999,1,MEDIUM_RISK
"102057,180123",2022,36,0.2355403299999999,0.33175835,0.15949188,0.0412907936042125,0.0003691079268898,0.15330717,1,MEDIUM_RISK
"102057,180123",2023,33,0.204990442,0.26916695,0.087466866,0.0503197123451796,0.0005768712534053,0.01599295,0,LOW_RISK
"102057,180123",2024,29,0.207427158275862,0.3315422,0.15363425,0.0429569371925946,-0.0001063554537943,0.12265331,1,MEDIUM_RISK
